,,,,,,,,recongnize reversal,,,,,,,,momentum,,,,,market timing,,volumn,,,condition:,"1) changing delta sign, 2) delta > 1"
Date,Open,High,Low,Close,Volume,Adj Close,Delta,Std year,Std 20 days,delta sign year,delta sign 20,trade high,trade low,crossday,interday,down/up trend,checking,trend top,trend bottom,breakthrough,,,avg volumn,,,,reversal
8/22/2012,61.75,62,61.5,61.8,1386000,55.126,-0.25,0.642079253,0.620372342,0,0,61.8,61.75,DOWN,UP,DOWN,DOWN,61.8,61.75,,,,3064610.728,,,,
8/21/2012,62.1,62.45,61.55,62.05,1355700,55.349,0.05,0.641953356,0.661194095,0,0,62.1,62.05,UP,DOWN,UP,UP,62.1,62.05,,,,3071757.471,,,,
8/20/2012,61.1,62.05,60.85,62,2121300,55.305,0.45,0.646519451,0.66145772,0,0,62,61.1,UP,UP,DOWN,DOWN,62,61.1,,,,3085430.268,,,,
8/17/2012,62.35,62.6,60.65,61.55,4200900,54.903,-1.7,0.648027056,0.659924238,2.623347256,2.576053283,62.35,61.55,DOWN,DOWN,DOWN,DOWN,62.35,61.55,,,,3090798.467,,,,
8/16/2012,63.75,63.95,63.2,63.25,2985700,55.867,-0.05,0.639419602,0.519076863,0,0,63.75,63.25,DOWN,DOWN,UP,UP,63.75,63.25,,,,3091661.686,,,,
8/15/2012,61.8,63.45,61.8,63.3,3086900,55.911,0.6,0.639822899,0.52989572,0,1.132298258,63.3,61.8,UP,UP,,,63.3,61.8,,,,3097075.479,,,,
8/14/2012,62.3,62.75,61.8,62.7,2884100,55.381,0.75,0.638913882,0.522261026,1.173867122,1.436063507,62.7,62.3,UP,UP,UP,UP,62.7,62.3,,,,3110590.805,,,,
8/13/2012,61.7,62,61.3,61.95,1608300,54.718,0.65,0.638650662,0.525281879,1.017770807,1.237430846,61.95,61.7,UP,UP,UP,UP,61.95,61.7,,,,3148517.241,,,,
8/10/2012,61,61.75,60.8,61.3,2445800,54.144,0.35,0.637515336,0.514340405,0,0,61.3,61,UP,UP,UP,UP,61.3,61,,,,3186046.743,,,,
8/9/2012,60.85,61.25,60.55,60.95,3238300,53.835,0.4,0.639400127,0.512803184,0,0,60.95,60.85,UP,UP,,,60.95,60.85,,,,3198714.559,,,,
8/8/2012,61.4,61.6,60.3,60.55,2363000,53.482,-0.5,0.649193258,0.541896038,0,0,61.4,60.55,DOWN,DOWN,DOWN,DOWN,61.4,60.55,,,,3231031.418,,,,
8/7/2012,61.45,61.7,60.8,61.05,2727300,53.923,0.05,0.649703621,0.524178555,0,0,61.45,61.05,UP,DOWN,,,61.45,61.05,,,,3236575.862,,,,
8/6/2012,62,62,60.8,61,3538500,53.879,-0.75,0.651135228,0.527381815,1.15183447,1.42211957,62,61,DOWN,DOWN,DOWN,DOWN,62,61,,,,3244540.996,,,,
8/3/2012,62,62,61.4,61.75,1786900,54.542,-0.25,0.651862314,0.488627239,0,0,62,61.75,DOWN,DOWN,UP,UP,62,61.75,,,,3253287.356,,,,
8/2/2012,61.5,62.05,61.25,62,2272000,54.763,0.55,0.659606682,0.480788826,0,1.143953376,62,61.5,UP,UP,UP,UP,62,61.5,,,,3272745.977,,,,
8/1/2012,60.1,61.95,60.1,61.45,3779200,54.277,0.45,0.662946183,0.47358515,0,0,61.45,60.1,UP,UP,,,61.45,60.1,,,,3292150.958,,,,
7/31/2012,60.95,61.5,60.7,61,3380500,53.879,0.05,0.679599469,0.468873229,0,0,61,60.95,UP,UP,UP,UP,61,60.95,,,,3308059.387,,,,
7/30/2012,60.2,61,60.1,60.95,2677300,53.835,1.05,0.680162144,0.476079107,1.543749544,2.205515817,60.95,60.2,UP,UP,UP,UP,60.95,60.2,,,,3307017.241,,,,
7/27/2012,59.45,60.15,59.35,59.9,1850300,52.908,0.6,0.679597517,0.425997282,0,1.408459691,59.9,59.45,UP,UP,UP,UP,59.9,59.45,,,,3305809.195,,,,
7/26/2012,59.1,59.4,58.45,59.3,2484500,52.378,0.05,0.678643033,0.425997282,0,0,59.3,59.1,UP,UP,DOWN,DOWN,59.3,59.1,,,,3304239.464,,,,
7/25/2012,59.85,59.85,58.9,59.25,3305600,52.334,-0.95,0.680678514,0.437216073,1.395666208,2.17283869,59.85,59.25,DOWN,DOWN,DOWN,DOWN,59.85,59.25,,,,3299846.743,,,,
7/24/2012,60.1,60.5,59.8,60.2,2462600,53.173,0,0.680416561,0.387459675,0,0,60.2,60.1,UP,UP,UP,UP,60.2,60.1,,,,3294854.023,,,,
7/23/2012,60.1,60.3,58.55,60.2,4198800,53.173,-0.25,0.68047812,0.393190392,0,0,60.2,60.1,DOWN,UP,DOWN,DOWN,60.2,60.1,,,,3293893.87,,,,
7/20/2012,60.3,60.5,59.8,60.45,3676600,53.393,0.45,0.680857746,0.393190392,0,1.144483714,60.45,60.3,UP,UP,UP,UP,60.45,60.3,,,,3287649.425,,,,
7/19/2012,59.7,60,59.45,60,3391000,52.996,0.7,0.680739183,0.429626521,1.028293974,1.629322135,60,59.7,UP,UP,UP,UP,60,59.7,,,,3286517.625,,,,
7/18/2012,59.05,59.45,58.9,59.3,1709600,52.378,0.05,0.679933153,0.412342474,0,0,59.3,59.05,UP,UP,UP,UP,59.3,59.05,,,,3287507.663,,,,
7/17/2012,58.55,59.3,58.55,59.25,2452700,52.334,0.8,0.680035388,0.439766685,1.176409367,1.819146443,59.25,58.55,UP,UP,UP,UP,59.25,58.55,,,,3296648.659,,,,
7/16/2012,58.5,58.9,58.05,58.45,1171800,51.627,0.3,0.678580384,0.422173262,0,0,58.5,58.45,UP,DOWN,UP,UP,58.5,58.45,,,,3298108.429,,,,
7/13/2012,58,58.4,58,58.15,1794800,51.362,0.05,0.678785572,0.438178046,0,0,58.15,58,UP,UP,DOWN,DOWN,58.15,58,,,,3304528.736,,,,
7/12/2012,58.5,58.6,58,58.1,1366900,51.318,-0.7,0.679350332,0.448711606,1.0303962,1.560022052,58.5,58.1,DOWN,DOWN,DOWN,DOWN,58.5,58.1,,,,3304701.149,,,,
7/11/2012,58.9,59.3,58.75,58.8,4690400,51.936,0.05,0.680775929,0.414625703,0,0,58.9,58.8,UP,DOWN,,,58.9,58.8,,,,3312566.667,,,,
7/10/2012,59,59,58.4,58.75,2792700,51.892,-0.15,0.681231159,0.418015361,0,0,59,58.75,DOWN,DOWN,UP,UP,59,58.75,,,,3304797.318,,,,
7/9/2012,58.7,59,58.45,58.9,3140700,52.024,0,0.682002975,0.416880647,0,0,58.9,58.7,UP,UP,UP,UP,58.9,58.7,,,,3305571.648,,,,
7/6/2012,58.55,58.95,58.4,58.9,2191500,52.024,0.3,0.684839512,0.436613764,0,0,58.9,58.55,UP,UP,,,58.9,58.55,,,,3312142.912,,,,
7/5/2012,58.8,58.95,58.25,58.6,1460300,51.759,0,0.685438252,0.451197238,0,0,58.8,58.6,UP,DOWN,UP,UP,58.8,58.6,,,,3324216.092,,,,
7/4/2012,58.35,58.65,58.25,58.6,1892500,51.759,0,0.687704153,0.450226551,0,0,58.6,58.35,UP,UP,UP,UP,58.6,58.35,,,,3329939.08,,,,
7/3/2012,58.35,58.65,57.7,58.6,2210900,51.759,0.5,0.690496998,0.450226551,0,1.110552007,58.6,58.35,UP,UP,UP,UP,58.6,58.35,,,,3332209.195,,,,
7/2/2012,58.1,58.1,58.1,58.1,0,51.318,0,0.690496998,0.446064664,0,0,58.1,58.1,UP,UP,UP,UP,58.1,58.1,,,,3345108.812,,,,
6/29/2012,57.9,58.4,57.6,58.1,3710100,51.318,0.6,0.695546388,0.444557734,0,1.34965597,58.1,57.9,UP,UP,UP,UP,58.1,57.9,,,,3372660.536,,,,
6/28/2012,58,58,57.3,57.5,1998600,50.788,-0.35,0.696542237,0.440655911,0,0,58,57.5,DOWN,DOWN,UP,UP,58,57.5,,,,3368945.594,,,,
6/27/2012,57,57.95,57,57.85,2861100,51.097,0.7,0.698448504,0.429473362,1.002221347,1.629903185,57.85,57,UP,UP,UP,UP,57.85,57,,,,3375208.046,,,,
6/26/2012,56.9,57.35,56.7,57.15,2601800,50.479,0.5,0.69957926,0.484353883,0,1.032303069,57.15,56.9,UP,UP,UP,UP,57.15,56.9,,,,3375636.398,,,,
6/25/2012,56.05,57,56,56.65,2191400,50.037,0.65,0.699879574,0.47613438,0,1.36516082,56.65,56.05,UP,UP,UP,UP,56.65,56.05,,,,3375280.843,,,,
6/22/2012,56.55,57,55.8,56,1770500,49.463,-0.6,0.699708846,0.48608939,0,1.23434087,56.55,56,DOWN,DOWN,DOWN,DOWN,56.55,56,,,,3378602.682,,,,
6/21/2012,56.7,57,56.3,56.6,2708500,49.993,0,0.703363514,0.737755308,0,0,56.7,56.6,UP,DOWN,DOWN,DOWN,56.7,56.6,,,,3382308.429,,,,
6/20/2012,57.45,57.45,56.5,56.6,1871400,49.993,-0.55,0.70434648,0.738045071,0,0,57.45,56.6,DOWN,DOWN,,,57.45,56.6,,,,3386484.674,,,,
6/19/2012,56.9,57.3,56.6,57.15,2814400,50.479,0.55,0.705970235,0.729004368,0,0,57.15,56.9,UP,UP,UP,UP,57.15,56.9,,,,3401631.034,,,,
6/18/2012,56.55,56.65,56.1,56.6,3155200,49.993,0.65,0.705396497,0.718418402,0,0,56.6,56.55,UP,UP,UP,UP,56.6,56.55,,,,3398127.969,,,,
6/15/2012,55.05,56,55.05,55.95,2737200,49.419,0.55,0.704311958,0.698358037,0,0,55.95,55.05,UP,UP,,,55.95,55.05,,,,3391685.441,,,,
6/14/2012,55.25,55.75,55.25,55.4,1450100,48.933,-0.25,0.703921272,0.723455706,0,0,55.4,55.25,DOWN,UP,DOWN,DOWN,55.4,55.25,,,,3392406.513,,,,
6/13/2012,55.6,55.75,55,55.65,2841000,49.154,-0.1,0.704579145,0.727192691,0,0,55.65,55.6,DOWN,UP,,,55.65,55.6,,,,3398403.065,,,,
6/12/2012,55.45,55.95,55.05,55.75,3449000,49.242,0.45,0.70479809,0.749012508,0,0,55.75,55.45,UP,UP,UP,UP,55.75,55.45,,,,3398311.111,,,,
6/11/2012,55.3,55.4,54.75,55.3,2563100,48.845,0.8,0.70784164,0.751157002,1.130196296,1.065023687,55.3,55.3,UP,UP,,,55.3,55.3,,,,3399540.613,,,,
6/8/2012,55.4,55.4,54.2,54.5,2861800,48.138,-0.3,0.707251241,0.718661036,0,0,55.4,54.5,DOWN,DOWN,UP,UP,55.4,54.5,,,,3402758.238,,,,
6/7/2012,54.3,54.85,53.85,54.8,2297700,48.403,0.35,0.710271831,0.718441295,0,0,54.8,54.3,UP,UP,,,54.8,54.3,,,,3401317.625,,,,
6/6/2012,54.45,54.65,54,54.45,2587200,48.094,0,0.711472914,0.709053298,0,0,54.45,54.45,UP,UP,UP,UP,54.45,54.45,,,,3403921.073,,,,
6/5/2012,54.4,54.8,54.2,54.45,1207800,48.094,0.05,0.713920416,0.708240964,0,0,54.45,54.4,UP,UP,UP,UP,54.45,54.4,,,,3411111.494,,,,
6/4/2012,54.05,54.55,53.5,54.4,3242100,48.05,0.3,0.713913501,0.738668788,0,0,54.4,54.05,UP,UP,DOWN,DOWN,54.4,54.05,,,,3411254.406,,,,
6/1/2012,54.6,54.7,53.85,54.1,2947500,47.785,-0.15,0.714486072,0.740070231,0,0,54.6,54.1,DOWN,DOWN,UP,UP,54.6,54.1,,,,3409117.241,,,,
5/31/2012,53.5,54.75,53.4,54.25,4266700,47.917,0.5,0.714484835,0.740070231,0,0,54.25,53.5,UP,UP,DOWN,DOWN,54.25,53.5,,,,3404305.364,,,,
5/30/2012,54.8,54.8,53.55,53.75,4795800,47.476,-0.95,0.713839808,0.729076561,1.330830797,1.303018162,54.8,53.75,DOWN,DOWN,,,54.8,53.75,,,,3393298.851,,,,
5/29/2012,54.6,55,54.1,54.7,2563900,48.315,0.1,0.711632691,0.729888239,0,0,54.7,54.6,UP,UP,DOWN,DOWN,54.7,54.6,,,,3381305.364,,,,
5/28/2012,55.5,55.65,54.3,54.6,2868700,48.226,-0.65,0.713137786,0.729888239,0,0,55.5,54.6,DOWN,DOWN,DOWN,DOWN,55.5,54.6,,,,3384439.08,,,,
5/25/2012,55.9,56,55.15,55.25,3289400,48.8,-2.5,0.711994155,0.737634912,3.511264781,3.389210516,55.9,55.25,DOWN,DOWN,DOWN,DOWN,55.9,55.25,,,,3381906.897,,,,
5/24/2012,58.1,58.2,57.6,57.75,3620700,49.507,0.05,0.695097459,0.478064904,0,0,58.1,57.75,UP,DOWN,UP,UP,58.1,57.75,,,,3377242.912,,,,
5/23/2012,57.5,58.15,57.35,57.7,3375000,49.464,0.05,0.695188561,0.479692884,0,0,57.7,57.5,UP,UP,DOWN,DOWN,57.7,57.5,,,,3368342.146,,,,
5/22/2012,58.75,58.75,57.55,57.65,3368300,49.421,-0.3,0.695260629,0.479994518,0,0,58.75,57.65,DOWN,DOWN,,,58.75,57.65,,,,3364227.969,,,,
5/21/2012,58.45,58.45,57.7,57.95,1787600,49.679,-0.15,0.695583728,0.47395314,0,0,58.45,57.95,DOWN,DOWN,UP,UP,58.45,57.95,,,,3359743.295,,,,
5/18/2012,57,58.15,56.65,58.1,4290900,49.807,0.95,0.704232238,0.480241167,1.34898681,1.978172769,58.1,57,UP,UP,,,58.1,57,,,,3366318.008,,,,
5/17/2012,57.3,57.9,56.95,57.15,2759900,48.993,-0.45,0.701942853,0.437058047,0,1.029611519,57.3,57.15,DOWN,DOWN,DOWN,DOWN,57.3,57.15,,,,3367987.739,,,,
5/16/2012,58.2,58.3,57.5,57.6,2937900,49.379,-0.9,0.701419921,0.437058047,1.283111547,2.059223037,58.2,57.6,DOWN,DOWN,DOWN,DOWN,58.2,57.6,,,,3364509.962,,,,
5/15/2012,58,58.8,57.6,58.5,3018000,50.15,0.5,0.699595268,0.405585996,0,1.232784182,58.5,58,UP,UP,UP,UP,58.5,58,,,,3366396.935,,,,
5/14/2012,58.1,58.4,57.5,58,1914000,49.721,-0.3,0.718988385,0.391782364,0,0,58.1,58,DOWN,DOWN,DOWN,DOWN,58.1,58,,,,3370184.291,,,,
5/11/2012,58.75,58.75,58,58.3,3783000,49.979,-0.1,0.718728246,0.395667324,0,0,58.75,58.3,DOWN,DOWN,DOWN,DOWN,58.75,58.3,,,,3381055.556,,,,
5/10/2012,59,59,58.25,58.4,3028300,50.064,0,0.718878621,0.395168185,0,0,59,58.4,UP,DOWN,UP,UP,59,58.4,,,,3378004.598,,,,
5/9/2012,58.45,58.6,58,58.4,2998300,50.064,-0.35,0.720975982,0.395792011,0,0,58.45,58.4,DOWN,DOWN,,,58.45,58.4,,,,3375036.015,,,,
5/8/2012,58.25,58.85,58.1,58.75,2777300,50.364,0.75,0.721521402,0.383920222,1.039470206,1.953530856,58.75,58.25,UP,UP,UP,UP,58.75,58.25,,,,3369991.954,,,,
5/7/2012,58.2,58.6,57.95,58,3145500,49.721,-0.75,0.720164495,0.356923993,1.041428737,2.10128771,58.2,58,DOWN,DOWN,DOWN,DOWN,58.2,58,,,,3368918.774,,,,
5/4/2012,58.7,58.95,58.35,58.75,1439200,50.364,-0.15,0.718637104,0.305852992,0,0,58.75,58.7,DOWN,UP,,,58.75,58.7,,,,3362488.123,,,,
5/3/2012,58.65,59.05,58.55,58.9,3747200,50.493,0.25,0.718832856,0.301923657,0,0,58.9,58.65,UP,UP,UP,UP,58.9,58.65,,,,3363106.897,,,,
5/2/2012,58.3,58.65,58.15,58.65,2426900,50.279,0.55,0.718777606,0.301694774,0,1.82303456,58.65,58.3,UP,UP,UP,UP,58.65,58.3,,,,3353872.414,,,,
5/1/2012,58.1,58.1,58.1,58.1,0,49.807,0.1,0.718143052,0.279143427,0,0,58.1,58.1,UP,UP,UP,UP,58.1,58.1,,,,3358055.939,,,,
4/30/2012,57.6,58.25,57.5,58,1898500,49.721,0.55,0.718311449,0.287674432,0,1.911883499,58,57.6,UP,UP,UP,UP,58,57.6,,,,3372213.027,,,,
4/27/2012,57.55,57.9,57.4,57.45,2464300,49.25,0.15,0.72161897,0.262315098,0,0,57.55,57.45,UP,DOWN,UP,UP,57.55,57.45,,,,3379793.87,,,,
4/26/2012,57.05,57.45,57,57.3,1381100,49.121,0.2,0.722422601,0.260616678,0,0,57.3,57.05,UP,UP,DOWN,DOWN,57.3,57.05,,,,3377173.18,,,,
4/25/2012,57.3,57.4,57,57.1,1588100,48.95,-0.05,0.722364464,0.272464387,0,0,57.3,57.1,DOWN,DOWN,,,57.3,57.1,,,,3379922.222,,,,
4/24/2012,57.15,57.4,56.85,57.15,1785000,48.993,0,0.723993453,0.272705741,0,0,57.15,57.15,UP,UP,DOWN,DOWN,57.15,57.15,,,,3387888.889,,,,
4/23/2012,57.45,57.75,57.05,57.15,1564600,48.993,-0.35,0.724287255,0.304959014,0,1.147695213,57.45,57.15,DOWN,DOWN,DOWN,DOWN,57.45,57.15,,,,3391606.13,,,,
4/20/2012,57.9,57.95,57.35,57.5,3063700,49.293,-0.4,0.723927909,0.303173999,0,1.319374357,57.9,57.5,DOWN,DOWN,DOWN,DOWN,57.9,57.5,,,,3394401.149,,,,
4/19/2012,58.35,58.35,57.6,57.9,2463500,49.636,-0.45,0.72365351,0.316643582,0,1.421156233,58.35,57.9,DOWN,DOWN,DOWN,DOWN,58.35,57.9,,,,3393322.605,,,,
4/18/2012,58,58.4,57.75,58.35,2276600,50.021,0.55,0.723066341,0.294019333,0,1.870625287,58.35,58,UP,UP,UP,UP,58.35,58,,,,3393881.609,,,,
4/17/2012,57.65,58,57.45,57.8,1835400,49.55,0.15,0.722932329,0.280084574,0,0,57.8,57.65,UP,UP,UP,UP,57.8,57.65,,,,3401327.969,,,,
4/16/2012,57,57.75,56.95,57.65,1526400,49.421,0.45,0.723094822,0.302826596,0,1.485998937,57.65,57,UP,UP,,,57.65,57,,,,3409443.678,,,,
4/13/2012,57.3,57.4,57,57.2,1621200,49.036,0.2,0.722605857,0.321959461,0,0,57.3,57.2,UP,DOWN,UP,UP,57.3,57.2,,,,3415923.372,,,,
4/12/2012,57.15,57.3,56.75,57,2012100,48.864,-0.05,0.722595151,0.320063727,0,0,57.15,57,DOWN,DOWN,DOWN,DOWN,57.15,57,,,,3420208.429,,,,
4/11/2012,57.2,57.35,56.7,57.05,3827900,48.907,0,0.723811617,0.355511122,0,0,57.2,57.05,UP,DOWN,DOWN,DOWN,57.2,57.05,,,,3429229.119,,,,
4/10/2012,57.4,57.4,56.85,57.05,1181300,48.907,-0.25,0.724695481,0.372217749,0,0,57.4,57.05,DOWN,DOWN,,,57.4,57.05,,,,3424247.51,,,,
4/9/2012,57.3,57.3,57.3,57.3,0,49.121,0,0.72477539,0.377665962,0,0,57.3,57.3,UP,UP,UP,UP,57.3,57.3,,,,3428014.943,,,,
4/6/2012,57.3,57.3,57.3,57.3,0,49.121,0,0.72477539,0.381228968,0,0,57.3,57.3,UP,UP,UP,UP,57.3,57.3,,,,3438928.736,,,,
4/5/2012,57.1,57.45,56.55,57.3,2466000,49.121,-0.1,0.725147474,0.396522715,0,0,57.3,57.1,DOWN,UP,DOWN,DOWN,57.3,57.1,,,,3455108.429,,,,
4/4/2012,57.4,57.4,57.4,57.4,0,49.207,0,0.725385402,0.501176248,0,0,57.4,57.4,UP,UP,UP,UP,57.4,57.4,,,,3454562.452,,,,
4/3/2012,57.35,57.45,57,57.4,1646500,49.207,0.35,0.725518707,0.504349503,0,0,57.4,57.35,UP,UP,UP,UP,57.4,57.35,,,,3465867.05,,,,
4/2/2012,57.35,57.35,56.85,57.05,2371200,48.907,0.05,0.726629697,0.532373039,0,0,57.35,57.05,UP,DOWN,UP,UP,57.35,57.05,,,,3469712.261,,,,
3/30/2012,56.65,57.1,56.6,57,2344200,48.864,0,0.728887082,0.531995993,0,0,57,56.65,UP,UP,DOWN,DOWN,57,56.65,,,,3492660.153,,,,
3/29/2012,57.3,57.3,56.8,57,1686600,48.864,-0.4,0.728925393,0.533829265,0,0,57.3,57,DOWN,DOWN,DOWN,DOWN,57.3,57,,,,3499176.245,,,,
3/28/2012,57.35,57.4,57,57.4,1787700,49.207,0.05,0.728467095,0.528677596,0,0,57.4,57.35,UP,UP,UP,UP,57.4,57.35,,,,3508710.728,,,,
3/27/2012,56.95,57.45,56.9,57.35,2154400,49.164,0.6,0.730469753,0.601861149,0,0,57.35,56.95,UP,UP,UP,UP,57.35,56.95,,,,3526736.782,,,,
3/26/2012,56.3,56.95,56.3,56.75,2332600,48.65,0.4,0.730039928,0.632138184,0,0,56.75,56.3,UP,UP,DOWN,DOWN,56.75,56.3,,,,3526861.303,,,,
3/23/2012,57,57,56.3,56.35,3068200,48.307,-0.55,0.730218346,0.630971473,0,0,57,56.35,DOWN,DOWN,DOWN,DOWN,57,56.35,,,,3528881.609,,,,
3/22/2012,57,57.25,56.7,56.9,1901400,48.778,0.05,0.730129546,0.617742068,0,0,57,56.9,UP,DOWN,,,57,56.9,,,,3534452.49,,,,
3/21/2012,57.2,57.35,56.65,56.85,3671800,48.736,-0.25,0.730737811,0.624689397,0,0,57.2,56.85,DOWN,DOWN,DOWN,DOWN,57.2,56.85,,,,3536925.287,,,,
3/20/2012,57.5,57.7,57.05,57.1,4208600,48.95,-0.5,0.731282096,0.620584402,0,0,57.5,57.1,DOWN,DOWN,DOWN,DOWN,57.5,57.1,,,,3538240.996,,,,
3/19/2012,58.3,58.5,57.5,57.6,3019700,49.379,-0.7,0.730761203,0.605870405,0,1.15536259,58.3,57.6,DOWN,DOWN,DOWN,DOWN,58.3,57.6,,,,3530771.264,,,,
3/16/2012,58.65,58.7,58.2,58.3,2100700,49.979,0.15,0.729573292,0.590778924,0,0,58.65,58.3,UP,DOWN,,,58.65,58.3,,,,3531293.103,,,,
3/15/2012,58.9,58.9,57.9,58.15,4220100,49.85,-0.75,0.729573292,0.593046328,1.027998158,1.264656679,58.9,58.15,DOWN,DOWN,DOWN,DOWN,58.9,58.15,,,,3536834.483,,,,
3/14/2012,59.7,59.75,58.85,58.9,3403600,50.493,-0.6,0.728018478,0.556161658,0,1.078823022,59.7,58.9,DOWN,DOWN,,,59.7,58.9,,,,3536195.402,,,,
3/13/2012,59.4,59.7,59.1,59.5,2530600,51.007,0.2,0.727233493,0.525976535,0,0,59.5,59.4,UP,UP,UP,UP,59.5,59.4,,,,3534290.805,,,,
3/12/2012,59,59.3,58.75,59.3,1365800,50.836,0.15,0.727772654,0.546158836,0,0,59.3,59,UP,UP,UP,UP,59.3,59,,,,3545611.877,,,,
3/9/2012,58.7,59.45,58.3,59.15,3688000,50.707,0.4,0.72781077,0.550979988,0,0,59.15,58.7,UP,UP,UP,UP,59.15,58.7,,,,3555383.142,,,,
3/8/2012,57.7,58.75,57.7,58.75,5859600,50.364,1.3,0.727934674,0.54994617,1.78587454,2.363867723,58.75,57.7,UP,UP,UP,UP,58.75,57.7,,,,3550620.307,,,,
3/7/2012,57.15,57.85,57.1,57.45,3727300,49.25,0.25,0.723630957,0.501077786,0,0,57.45,57.15,UP,UP,DOWN,DOWN,57.45,57.15,,,,3536288.889,,,,
3/6/2012,58.4,58.4,57,57.2,2298900,49.036,-0.85,0.724871911,0.50023021,1.172620966,1.699217646,58.4,57.2,DOWN,DOWN,,,58.4,57.2,,,,3536292.337,,,,
3/5/2012,57.9,58.4,57.7,58.05,2140900,49.764,0,0.727512567,0.455514458,0,0,58.05,57.9,UP,UP,DOWN,DOWN,58.05,57.9,,,,3549699.234,,,,
3/2/2012,58.2,58.45,57.95,58.05,2466300,49.764,0.15,0.729079476,0.455456682,0,0,58.2,58.05,UP,DOWN,UP,UP,58.2,58.05,,,,3554806.897,,,,
3/1/2012,57.9,58.05,57.45,57.9,2274200,49.636,-0.2,0.729058657,0.455954753,0,0,57.9,57.9,DOWN,UP,,,57.9,57.9,,,,3554439.08,,,,
2/29/2012,56.55,58.15,56.55,58.1,4148900,49.807,1.25,0.72895607,0.455954753,1.714780973,2.741500098,58.1,56.55,UP,UP,UP,UP,58.1,56.55,,,,3551196.169,,,,
2/28/2012,56.1,57,55.75,56.85,2713200,48.736,1.05,0.725213669,0.367745621,1.447849158,2.855234539,56.85,56.1,UP,UP,UP,UP,56.85,56.1,,,,3544532.95,,,,
2/27/2012,55.9,56.35,55.75,55.8,2343700,47.835,-0.3,0.722430506,0.282598376,0,1.061577226,55.9,55.8,DOWN,DOWN,DOWN,DOWN,55.9,55.8,,,,3549706.513,,,,
2/24/2012,56.2,56.25,55.75,56.1,3090900,48.093,-0.1,0.722285665,0.37360266,0,0,56.2,56.1,DOWN,DOWN,UP,UP,56.2,56.1,,,,3559007.28,,,,
2/23/2012,55.45,56.35,55.45,56.2,3819700,48.178,0.45,0.72244968,0.454473379,0,0,56.2,55.45,UP,UP,,,56.2,55.45,,,,3571568.582,,,,
2/22/2012,55.6,55.8,55.45,55.75,2985900,47.793,0.1,0.72196533,0.448528295,0,0,55.75,55.6,UP,UP,UP,UP,55.75,55.6,,,,3572871.264,,,,
2/21/2012,55.35,55.8,55.35,55.65,2347100,47.707,0.15,0.721951195,0.449348944,0,0,55.65,55.35,UP,UP,DOWN,DOWN,55.65,55.35,,,,3573333.333,,,,
2/20/2012,56.15,56.15,55.2,55.5,4677700,47.578,-0.45,0.722102634,0.450029239,0,0,56.15,55.5,DOWN,DOWN,,,56.15,55.5,,,,3578586.973,,,,
2/17/2012,55.65,56,55.6,55.95,2465000,47.964,0.35,0.72189011,0.431422067,0,0,55.95,55.65,UP,UP,UP,UP,55.95,55.65,,,,3566491.571,,,,
2/16/2012,55.25,55.65,55.25,55.6,1821000,47.664,0.1,0.7219837,0.436334915,0,0,55.6,55.25,UP,UP,UP,UP,55.6,55.25,,,,3565721.456,,,,
2/15/2012,55.15,55.75,55.1,55.5,5605000,47.578,0.15,0.722047991,0.456668427,0,0,55.5,55.15,UP,UP,DOWN,DOWN,55.5,55.15,,,,3567544.444,,,,
2/14/2012,55.85,55.85,55.25,55.35,4120500,47.45,-0.45,0.722006049,0.575508928,0,0,55.85,55.35,DOWN,DOWN,DOWN,DOWN,55.85,55.35,,,,3555371.648,,,,
2/13/2012,56,56.15,55.75,55.8,1928300,47.835,-0.15,0.721491786,0.566446681,0,0,56,55.8,DOWN,DOWN,UP,UP,56,55.8,,,,3548718.774,,,,
2/10/2012,55.65,56,55.5,55.95,1845300,47.964,0.35,0.721544991,0.594514397,0,0,55.95,55.65,UP,UP,UP,UP,55.95,55.65,,,,3551272.031,,,,
2/9/2012,55.75,56,55.4,55.6,3840300,47.664,-0.55,0.721301863,0.591268707,0,0,55.75,55.6,DOWN,DOWN,DOWN,DOWN,55.75,55.6,,,,3551957.854,,,,
2/8/2012,56,56.35,55.65,56.15,3067300,48.135,0.2,0.720797065,0.604935838,0,0,56.15,56,UP,UP,UP,UP,56.15,56,,,,3546243.295,,,,
2/7/2012,56.1,56.2,55.7,55.95,2538200,47.964,-0.15,0.720998413,0.623361009,0,0,56.1,55.95,DOWN,DOWN,DOWN,DOWN,56.1,55.95,,,,3548114.943,,,,
2/6/2012,56.3,56.3,55.7,56.1,3933800,48.093,0.2,0.721197816,0.628406506,0,0,56.3,56.1,UP,DOWN,UP,UP,56.3,56.1,,,,3547065.134,,,,
2/3/2012,56.2,56.2,55.8,55.9,3049000,47.921,0,0.721318258,0.628406506,0,0,56.2,55.9,UP,DOWN,UP,UP,56.2,55.9,,,,3539650.575,,,,
2/2/2012,55.9,56.05,55.25,55.9,5796100,47.921,-0.2,0.721331384,0.631747784,0,0,55.9,55.9,DOWN,UP,DOWN,DOWN,55.9,55.9,,,,3536101.149,,,,
2/1/2012,56,56.2,55.4,56.1,4360900,48.093,0.15,0.721278266,0.63183109,0,0,56.1,56,UP,UP,,,56.1,56,,,,3519436.782,,,,
